mep_name,jurisdiction,political_group,email,staff_contact_name,staff_contact_email,staff_contact_phone,policy_briefs,committee_memberships,last_verified,role_tags
Milan MAZUREK,Slovakia,ESN,milan.mazurek@europarl.europa.eu,N/A,N/A,N/A,Employment; social affairs,EMPL,2024-12-15,
Idoia MENDIA,Spain,S&D,idoia.mendia@europarl.europa.eu,N/A,N/A,N/A,Internal market; employment,IMCO; EMPL,2024-12-15,
Marina MESURE,France,The Left,marina.mesure@europarl.europa.eu,N/A,N/A,N/A,Industry; employment; workers' rights,ITRE; EMPL,2024-12-15,
Ştefan MUŞOIU,Romania,S&D,stefan.musoiu@europarl.europa.eu,N/A,N/A,N/A,Employment; social affairs,EMPL,2024-12-15,
Danuše NERUDOVÁ,Czechia,EPP,danuse.nerudova@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs, education",EMPL,2024-12-15,
Lefteris NIKOLAOU-ALAVANOS,Greece,NI,lefteris.nikolaoualavanos@europarl.europa.eu,N/A,N/A,N/A,"Workers' rights, social policy",EMPL,2024-12-15,
Maria OHISALO,Finland,Greens/EFA,maria.ohisalo@europarl.europa.eu,N/A,N/A,N/A,"Employment rights, gender equality, social affairs",EMPL; FEMM,2024-12-15,
João OLIVEIRA,Portugal,The Left,joao.oliveira@europarl.europa.eu,N/A,N/A,N/A,"Economic justice, workers' rights, social policy",ECON; EMPL; ITRE; LIBE,2024-12-15,
Branislav ONDRUŠ,Slovakia,NI,branislav.ondrus@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs, citizens' petitions",EMPL; PETI,2024-12-15,
Aodhán Ó RÍORDÁIN,Ireland,S&D,aodhan.oriordain@europarl.europa.eu,N/A,N/A,N/A,"Workers' rights, housing, civil liberties, human rights, equality, data protection, digital rights",EMPL; LIBE; DROI,2024-12-15,
Leire PAJÍN,Spain,S&D,leire.pajin@europarl.europa.eu,N/A,N/A,N/A,"Social policy, women's rights, health",EMPL; FEMM; JURI,2024-12-15,
Kostas PAPADAKIS,Greece,NI,kostas.papadakis@europarl.europa.eu,N/A,N/A,N/A,"Workers' rights, anti-EU policies",EMPL,2024-12-15,
Nikos PAPANDREOU,Greece,S&D,nikos.papandreou@europarl.europa.eu,N/A,N/A,N/A,"Social policy, Greek affairs",EMPL; CULT,2024-12-15,
Jaroslava POKORNÁ JERMANOVÁ,Czechia,PfE,jaroslava.pokornajermanova@europarl.europa.eu,N/A,N/A,N/A,Czech national interests,EMPL,2024-12-15,
Dennis RADTKE,Germany,EPP,dennis.radtke@europarl.europa.eu,N/A,N/A,N/A,"Social policy, employment, workers' rights, European minimum wage, platform workers' rights",EMPL,2024-12-15,coordinator
Evelyn REGNER,Austria,S&D,evelyn.regner@europarl.europa.eu,N/A,N/A,N/A,"Tax justice, corporate taxation, social policy, gender equality, workers' rights, corporate sustainability reporting",ECON; EMPL; FISC; DMER,2024-12-15,chair
Katarína ROTH NEVEĎALOVÁ,Slovakia,NI,katarina.rothnevedalova@europarl.europa.eu,N/A,N/A,N/A,General policy,EMPL,2024-12-15,
Laurence SAILLIET,France,EPP,laurence.sailliet@europarl.europa.eu,N/A,N/A,N/A,General EPP policy,EMPL,2024-12-15,
Elena SANCHO MURILLO,Spain,S&D,elena.sanchomurillo@europarl.europa.eu,N/A,N/A,N/A,"Social policy, industry",EMPL; ITRE,2024-12-15,
Anne SANDER,France,EPP,anne.sander@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, employment",AGRI; EMPL,2024-12-15,
Teófilo SANTOS,Portugal,S&D,teofilo.santos@europarl.europa.eu,N/A,N/A,N/A,Social policy,EMPL,2024-12-15,
Eric SARGIACOMO,France,S&D,eric.sargiacomo@europarl.europa.eu,N/A,N/A,N/A,"Social policy, legal affairs",EMPL; JURI,2024-12-15,
Nicolas SCHMIT,Luxembourg,S&D,nicolas.schmit@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs (former EU Commissioner)",EMPL,2024-12-15,
Joachim SCHUSTER,Germany,S&D,joachim.schuster@europarl.europa.eu,N/A,N/A,N/A,"International trade, employment",INTA; EMPL,2024-12-15,
Aušra SEIBUTYTĖ,Lithuania,EPP,ausra.seibutyte@europarl.europa.eu,N/A,N/A,N/A,"Employment, agriculture",EMPL; AGRI,2024-12-15,
Anders SELLSTRÖM,Sweden,EPP,anders.sellstrom@europarl.europa.eu,N/A,N/A,N/A,"Employment, social policy",EMPL,2024-12-15,
Rosa SERRANO SIERRA,Spain,S&D,rosa.serranosierra@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs",EMPL,2024-12-15,
Diego SOLIER,Spain,S&D,diego.solier@europarl.europa.eu,N/A,N/A,N/A,"Social affairs, labour rights, Spanish progressive policies",EMPL,2024-12-15,
Liesbet SOMMEN,Belgium,EPP,liesbet.sommen@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs, Christian democratic values",EMPL,2024-12-15,
Villy SØVNDAL,Denmark,Greens/EFA,villy.sovndal@europarl.europa.eu,N/A,N/A,N/A,"Foreign affairs, Ukraine support, employment, security and defence",AFET; EMPL; SEDE,2024-12-15,
Dubravka ŠUICA,Croatia,EPP,dubravka.suica@europarl.europa.eu,N/A,N/A,N/A,"Democracy, demography, European integration",AFCO; EMPL,2024-12-15,
Michaela ŠOJDROVÁ,Czechia,EPP,michaela.sojdrova@europarl.europa.eu,N/A,N/A,N/A,"Education, culture, youth policy, Christian democratic values",CULT; EMPL,2024-12-15,
Carla TAVARES,Portugal,S&D,carla.tavares@europarl.europa.eu,N/A,N/A,N/A,"Social affairs, labour rights, equality",EMPL,2024-12-15,
Ingeborg TER LAAK,Netherlands,EPP,ingeborg.terlaak@europarl.europa.eu,N/A,N/A,N/A,"Christian democratic policies, social affairs",EMPL,2024-12-15,
Eugen TOMAC,Romania,Renew Europe,eugen.tomac@europarl.europa.eu,N/A,N/A,N/A,"Pro-European reform, Romanian diaspora, Moldova relations",CULT; EMPL; PETI,2024-12-15,
Romana TOMC,Slovenia,EPP,romana.tomc@europarl.europa.eu,N/A,N/A,N/A,"Employment, social affairs, pension policy",EMPL,2024-12-15,
Jana TOOM,Estonia,Renew Europe,jana.toom@europarl.europa.eu,N/A,N/A,N/A,"EU citizenship rights, digital policy, AI governance, stateless persons, data protection",EMPL; PETI; JURI; FEMM; HOUS,2024-12-15,coordinator
Ana VASCONCELOS,Portugal,Renew Europe,ana.vasconcelos@europarl.europa.eu,N/A,N/A,N/A,"Liberal policies, economic reform",ECON; EMPL,2024-12-15,
Marko VEŠLIGAJ,Croatia,S&D,marko.vesligaj@europarl.europa.eu,N/A,N/A,N/A,"Social democratic policies, workers' rights",EMPL; REGI,2024-12-15,
Marianne VIND,Denmark,S&D,marianne.vind@europarl.europa.eu,N/A,N/A,N/A,"Labour rights, social policies, workers' rights",EMPL; INTA,2024-12-15,
Maria WALSH,Ireland,EPP,maria.walsh@europarl.europa.eu,N/A,N/A,N/A,"Agriculture, rural affairs, social issues, LGBTQ+ rights",AGRI; EMPL,2024-12-15,
Anna ZALEWSKA,Poland,ECR,anna.zalewska@europarl.europa.eu,N/A,N/A,N/A,"Environment, employment, education",ENVI; EMPL,2024-12-15,
